Name,Dealer Page Link,List Address,Phone,Website,Inventory Count,Score,Review Count,Business Hours,State,Website Provider,Website Phone,Website Email,Chat Widget,Dealer Type,Google Map Phone,Google Map Website,google maps url,Website Enrichment Notes
Spitzer Volkswagen Amherst,https://www.cargurus.com/Cars/m-Spitzer-Volkswagen-Amherst-sp298541,"160 North Leavitt Road, Amherst, OH 44001 (38 mi)",(440) 737-2232,https://www.spitzervw.com/,100,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(440) 988-4444,https://www.spitzervw.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/search/?api=1&query=Spitzer%20Volkswagen%20Amherst%20160%20North%20Leavitt%20Road%2C%20Amherst%2C%20OH%2044001%20%2838%20mi%29,Website could not be loaded
Jim Shorkey North Hills Chevrolet,https://www.cargurus.com/Cars/m-Jim-Shorkey-North-Hills-Chevrolet-sp52170,"5886 William Flynn Hwy, North Hills, PA 15007 (80 mi)",(724) 801-3566,https://www.jimshorkeynorthhillschevy.com/,200,4,8,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(724) 558-8295,,https://www.google.com/maps/search/?api=1&query=Jim%20Shorkey%20North%20Hills%20Chevrolet%205886%20William%20Flynn%20Hwy%2C%20North%20Hills%2C%20PA%2015007%20%2880%20mi%29,Website could not be loaded
Baierl Ford,https://www.cargurus.com/Cars/m-Baierl-Ford-sp373752,"540 S Main St, Zelienople, PA 16063 (81 mi)",(724) 240-3928,http://www.baierlford.com/,275,4.44,9,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Baierl%20Ford%20540%20S%20Main%20St%2C%20Zelienople%2C%20PA%2016063%20%2881%20mi%29,Website could not be loaded
Thayer Honda,https://www.cargurus.com/Cars/m-Thayer-Honda-sp59208,"1255 N Main St, Bowling Green, OH 43402 (38 mi)",Not Specified,Not Specified,108,4.5,2,WED 8:30 AM-6:00 PM MON 8:30 AM-9:00 PM THU 8:30 AM-9:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(419) 354-2222,http://www.thayerhonda.com/,https://www.google.com/maps/search/?api=1&query=Thayer%20Honda%201255%20N%20Main%20St%2C%20Bowling%20Green%2C%20OH%2043402%20%2838%20mi%29,No dealer website provided
A-town Auto Worx,https://www.cargurus.com/Cars/m-A-town-Auto-Worx-sp457519,"911 SR-14 , Deerfield, OH 44411 (81 mi)",(330) 302-2603,http://atownauto.com,18,0,0,Not Specified,Ohio,,,,,private,(330) 821-7000,,https://www.google.com/maps/search/?api=1&query=A-town%20Auto%20Worx%20911%20SR-14%20%2C%20Deerfield%2C%20OH%2044411%20%2881%20mi%29,Website could not be loaded
Spirit Auto Group LLC,https://www.cargurus.com/Cars/m-Spirit-Auto-Group-LLC-sp413736,"7724 S Cleveland Massillon Rd, Clinton, OH 44216 (81 mi)",Not Specified,Not Specified,2,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,private,(330) 529-4505,http://www.spiritautogroupllc.com/,https://www.google.com/maps/search/?api=1&query=Spirit%20Auto%20Group%20LLC%207724%20S%20Cleveland%20Massillon%20Rd%2C%20Clinton%2C%20OH%2044216%20%2881%20mi%29,No dealer website provided
Thayer Chrysler Dodge Jeep RAM,https://www.cargurus.com/Cars/m-Thayer-Chrysler-Dodge-Jeep-RAM-sp62506,"1303 N Main St, Bowling Green, OH 43402 (38 mi)",Not Specified,Not Specified,118,0,0,WED 8:30 AM-6:00 PM MON 8:30 AM-9:00 PM THU 8:30 AM-9:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(419) 601-6277,https://www.thayercdjr.com/,https://www.google.com/maps/search/?api=1&query=Thayer%20Chrysler%20Dodge%20Jeep%20RAM%201303%20N%20Main%20St%2C%20Bowling%20Green%2C%20OH%2043402%20%2838%20mi%29,No dealer website provided
Nationwide Auto Finance,https://www.cargurus.com/Cars/m-Nationwide-Auto-Finance-sp283783,"2121 Woodville Rd, Oregon, OH 43616 (38 mi)",Not Specified,Not Specified,73,4,5,WED 9:00 AM-6:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,(419) 691-1141,https://www.nationwidetoledo.com/?utm_source=GoogleBusinessProfile&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Nationwide%20Auto%20Finance%202121%20Woodville%20Rd%2C%20Oregon%2C%20OH%2043616%20%2838%20mi%29,No dealer website provided
Enterprise Car Sales Monroeville,https://www.cargurus.com/Cars/m-Enterprise-Car-Sales-Monroeville-sp274562,"4845 William Penn Hwy, Monroeville, PA 15146 (81 mi)",(724) 481-5793,https://www.enterprisecarsales.com/location/4080/,33,5,1,WED 10:00 AM-8:00 PM MON 10:00 AM-8:00 PM THU 10:00 AM-8:00 PM TUE 10:00 AM-8:00 PM FRI 10:00 AM-8:00 PM SAT 10:00 AM-6:00 PM,Ohio,,,,,private,(888) 227-7253,,https://www.google.com/maps/search/?api=1&query=Enterprise%20Car%20Sales%20Monroeville%204845%20William%20Penn%20Hwy%2C%20Monroeville%2C%20PA%2015146%20%2881%20mi%29,Website could not be loaded
Autoville,https://www.cargurus.com/Cars/m-Autoville-sp351730,"17615 N Dixie Highway, Bowling Green, OH 43402 (38 mi)",Not Specified,Not Specified,8,0,0,Not Specified,Ohio,,,,,private,(419) 549-8006,http://www.autovillellc.com/,https://www.google.com/maps/search/?api=1&query=Autoville%2017615%20N%20Dixie%20Highway%2C%20Bowling%20Green%2C%20OH%2043402%20%2838%20mi%29,No dealer website provided
G & H Automotive,https://www.cargurus.com/Cars/m-G-H-Automotive-sp364823,"351 Quarry St, Mount Pleasant, PA 15666 (81 mi)",Not Specified,Not Specified,4,0,0,Not Specified,Ohio,,,,,private,(724) 306-6299,https://www.ghautos.com/,https://www.google.com/maps/search/?api=1&query=G%20and%20H%20Automotive%20351%20Quarry%20St%2C%20Mount%20Pleasant%2C%20PA%2015666%20%2881%20mi%29,No dealer website provided
"Linda Ann's Cars,Truck's & Vans",https://www.cargurus.com/Cars/m-Linda-Anns-CarsTrucks-Vans-sp352984,"6460 State Route 819 South, Mount Pleasant, PA 15666 (81 mi)",Not Specified,Not Specified,6,0,0,WED 1:00 PM-6:00 PM MON 1:00 PM-6:00 PM THU 1:00 PM-6:00 PM FRI 1:00 PM-6:00 PM SAT 10:00 AM-4:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Linda%20Ann%27s%20Cars%2CTruck%27s%20and%20Vans%206460%20State%20Route%20819%20South%2C%20Mount%20Pleasant%2C%20PA%2015666%20%2881%20mi%29,No dealer website provided
Thayer Ford Nissan,https://www.cargurus.com/Cars/m-Thayer-Ford-Nissan-sp57277,"18039 N. Dixie Highway, Bowling Green, OH 43402 (39 mi)",Not Specified,Not Specified,95,4.8,5,WED 8:30 AM-6:00 PM MON 8:30 AM-9:00 PM THU 8:30 AM-9:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(419) 353-5271,https://www.thayernissan.com/,https://www.google.com/maps/search/?api=1&query=Thayer%20Ford%20Nissan%2018039%20N.%20Dixie%20Highway%2C%20Bowling%20Green%2C%20OH%2043402%20%2839%20mi%29,No dealer website provided
Lou Ferrara's Auto Network Inc,https://www.cargurus.com/Cars/m-Lou-Ferraras-Auto-Network-Inc-sp311800,"481 East Western Reserve Road, Youngstown, OH 44514 (82 mi)",Not Specified,Not Specified,11,4.67,3,Not Specified,Ohio,,,,,private,(330) 629-2016,https://www.myautonetwork.net/,https://www.google.com/maps/search/?api=1&query=Lou%20Ferrara%27s%20Auto%20Network%20Inc%20481%20East%20Western%20Reserve%20Road%2C%20Youngstown%2C%20OH%2044514%20%2882%20mi%29,No dealer website provided
Spitzer Nissan,https://www.cargurus.com/Cars/m-Spitzer-Nissan-sp288952,"1070 Bright Rd, Findlay, OH 45840 (39 mi)",Not Specified,Not Specified,76,5,1,WED 8:30 AM-6:00 PM MON 8:30 AM-8:00 PM THU 8:30 AM-8:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM SAT 8:30 AM-5:00 PM,Ohio,,,,,franchise,(419) 423-7161,http://www.spitzernissanfindlay.com/,https://www.google.com/maps/search/?api=1&query=Spitzer%20Nissan%201070%20Bright%20Rd%2C%20Findlay%2C%20OH%2045840%20%2839%20mi%29,No dealer website provided
Mid-State Chevrolet Buick,https://www.cargurus.com/Cars/m-Mid-State-Chevrolet-Buick-sp290731,"26 Days Dr., Sutton, WV 26601 (82 mi)",(304) 814-3608,http://www.midstatechevy.com,254,5,4,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM SUN 1:00 PM-5:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(866) 596-3984,,https://www.google.com/maps/search/?api=1&query=Mid-State%20Chevrolet%20Buick%2026%20Days%20Dr.%2C%20Sutton%2C%20WV%2026601%20%2882%20mi%29,Website could not be loaded
Reineke Honda,https://www.cargurus.com/Cars/m-Reineke-Honda-sp59245,"1033 Bright Road, Findlay, OH 45840 (39 mi)",Not Specified,Not Specified,101,0,0,WED 8:30 AM-8:00 PM MON 8:30 AM-8:00 PM THU 8:30 AM-8:00 PM TUE 8:30 AM-8:00 PM FRI 8:30 AM-6:00 PM SAT 8:30 AM-4:00 PM,Ohio,,,,,franchise,(419) 422-3511,https://www.reinekehonda.com/,https://www.google.com/maps/search/?api=1&query=Reineke%20Honda%201033%20Bright%20Road%2C%20Findlay%2C%20OH%2045840%20%2839%20mi%29,No dealer website provided
Youngstown Drive Co.,https://www.cargurus.com/Cars/m-Youngstown-Drive-Co-sp462333,"535 E Western Reserve Rd, Youngstown, OH 44514 (82 mi)",(330) 964-8857,https://www.youngstowndrive.com/,54,4.2,5,Not Specified,Ohio,,,,,private,(330) 748-3188,,https://www.google.com/maps/search/?api=1&query=Youngstown%20Drive%20Co.%20535%20E%20Western%20Reserve%20Rd%2C%20Youngstown%2C%20OH%2044514%20%2882%20mi%29,Website could not be loaded
Craig Smith Chevrolet,https://www.cargurus.com/Cars/m-Craig-Smith-Chevrolet-sp51800,"7459 St Rte 309, Galion, OH 44833 (39 mi)",(419) 827-3746,https://www.craigsmithchevrolet.com/,108,5,4,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(567) 393-4102,https://www.craigsmithchevrolet.com/,https://www.google.com/maps/search/?api=1&query=Craig%20Smith%20Chevrolet%207459%20St%20Rte%20309%2C%20Galion%2C%20OH%2044833%20%2839%20mi%29,Website could not be loaded
Jaguar Land Rover Akron,https://www.cargurus.com/Cars/m-Jaguar-Land-Rover-Akron-sp456588,"944 E Turkeyfoot Lake Rd, Akron, OH 44312 (82 mi)",(234) 407-5388,https://www.landroverakron.com/,112,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(234) 206-2525,https://www.jaguarlandroverakron.com/,https://www.google.com/maps/search/?api=1&query=Jaguar%20Land%20Rover%20Akron%20944%20E%20Turkeyfoot%20Lake%20Rd%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,Website could not be loaded
Spitzer Buick GMC,https://www.cargurus.com/Cars/m-Spitzer-Buick-GMC-sp346642,"1060 Bright Rd, Findlay, OH 45840 (39 mi)",(419) 664-4673,https://www.spitzerbuickgmc.com/,162,5,2,WED 8:30 AM-6:00 PM MON 8:30 AM-7:00 PM THU 8:30 AM-7:00 PM TUE 8:30 AM-6:00 PM FRI 8:30 AM-6:00 PM SAT 8:30 AM-4:00 PM,Ohio,,,,,franchise,(419) 597-5449,https://www.spitzerbuickgmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://www.google.com/maps/search/?api=1&query=Spitzer%20Buick%20GMC%201060%20Bright%20Rd%2C%20Findlay%2C%20OH%2045840%20%2839%20mi%29,Website could not be loaded
Choice Auto Sales,https://www.cargurus.com/Cars/m-Choice-Auto-Sales-sp281254,"4001 William Penn Highway, Murrysville, PA 15668 (82 mi)",(724) 617-5924,https://choiceautosalesonline.com/,212,4.46,13,WED 9:00 AM-5:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-3:00 PM,Ohio,,,,,private,(724) 339-6900,https://choiceautoonline.com/,https://www.google.com/maps/search/?api=1&query=Choice%20Auto%20Sales%204001%20William%20Penn%20Highway%2C%20Murrysville%2C%20PA%2015668%20%2882%20mi%29,Website could not be loaded
New Haven Auto Sales,https://www.cargurus.com/Cars/m-New-Haven-Auto-Sales-sp362987,"3690 Park Ave West, Mansfield, OH 44903 (39 mi)",(419) 909-3634,https://www.newhavenautosales.com/,49,4.33,3,WED 9:00 AM-5:00 PM MON 9:00 AM-6:00 PM THU 9:00 AM-5:00 PM TUE 9:00 AM-5:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-1:00 PM,Ohio,AutoRevo,+14193422886,,,private,(419) 342-2886,,https://www.google.com/maps/search/?api=1&query=New%20Haven%20Auto%20Sales%203690%20Park%20Ave%20West%2C%20Mansfield%2C%20OH%2044903%20%2839%20mi%29,Email address not found on website
Chevrolet of Wooster,https://www.cargurus.com/Cars/m-Chevrolet-of-Wooster-sp51792,"1119 W Old Lincoln Way, Wooster, OH 44691 (82 mi)",(234) 249-2150,https://www.chevroletofwooster.com/,134,4.13,15,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(420) 731-7736,,https://www.google.com/maps/search/?api=1&query=Chevrolet%20of%20Wooster%201119%20W%20Old%20Lincoln%20Way%2C%20Wooster%2C%20OH%2044691%20%2882%20mi%29,Website could not be loaded
Great Lakes Toyota Subaru,https://www.cargurus.com/Cars/m-Great-Lakes-Toyota-Subaru-sp276714,"920 Plaza St, Findlay, OH 45840 (39 mi)",(419) 491-3064,https://www.greatlakesfindlay.com/,294,4.43,7,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(419) 423-5656,,https://www.google.com/maps/search/?api=1&query=Great%20Lakes%20Toyota%20Subaru%20920%20Plaza%20St%2C%20Findlay%2C%20OH%2045840%20%2839%20mi%29,Website could not be loaded
Citywide Auto Sales,https://www.cargurus.com/Cars/m-Citywide-Auto-Sales-sp458249,"640 Pittsburgh St, Springdale, PA 15144 (82 mi)",(412) 704-9440,https://www.citywideautosalespgh.com/,19,5,2,WED 10:00 AM-5:30 PM MON 10:00 AM-5:30 PM THU 10:00 AM-5:30 PM TUE 10:00 AM-5:30 PM FRI 10:00 AM-5:30 PM SAT 10:00 AM-2:00 PM,Ohio,,,,,private,(412) 407-2421,https://citywideautosalespgh.com/,https://www.google.com/maps/search/?api=1&query=Citywide%20Auto%20Sales%20640%20Pittsburgh%20St%2C%20Springdale%2C%20PA%2015144%20%2882%20mi%29,Website could not be loaded
Reineke Ford Lincoln,https://www.cargurus.com/Cars/m-Reineke-Ford-Lincoln-sp298917,"12000 County Road 99, Findlay, OH 45840 (40 mi)",(567) 221-8806,https://www.reinekefordfindlay.com/,410,0,0,WED 8:45 AM-8:00 PM MON 8:45 AM-8:00 PM THU 8:45 AM-8:00 PM TUE 8:45 AM-8:00 PM FRI 8:45 AM-6:00 PM SAT 8:45 AM-5:00 PM,Ohio,,,,,franchise,(779) 329-2300,,https://www.google.com/maps/search/?api=1&query=Reineke%20Ford%20Lincoln%2012000%20County%20Road%2099%2C%20Findlay%2C%20OH%2045840%20%2840%20mi%29,Website could not be loaded
Lexus of Akron Canton,https://www.cargurus.com/Cars/m-Lexus-of-Akron-Canton-sp64379,"1000 Interstate Parkway, Akron, OH 44312 (82 mi)",Not Specified,Not Specified,58,5,1,WED 9:00 AM-7:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(330) 991-9003,http://www.lexusofakron-canton.com/?utm_source=GMBlisting&utm_medium=organic,https://www.google.com/maps/search/?api=1&query=Lexus%20of%20Akron%20Canton%201000%20Interstate%20Parkway%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,No dealer website provided
Spitzer Motors - Mansfield,https://www.cargurus.com/Cars/m-Spitzer-Motors--Mansfield-sp62590,"1777 W 4th St, Ontario, OH 44906 (40 mi)",(419) 857-2188,https://www.drivespitzercdjr.com/,343,4.86,7,WED 9:00 AM-6:00 PM MON 9:00 AM-5:45 PM THU 9:00 AM-6:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Spitzer%20Motors%20-%20Mansfield%201777%20W%204th%20St%2C%20Ontario%2C%20OH%2044906%20%2840%20mi%29,Website could not be loaded
Ron Marhofer Hyundai of Green,https://www.cargurus.com/Cars/m-Ron-Marhofer-Hyundai-of-Green-sp283833,"3360 South Arlington Rd., Akron, OH 44312 (82 mi)",(234) 230-6790,http://www.hyundaiofohio.com/,465,4.29,14,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(234) 260-4235,,https://www.google.com/maps/search/?api=1&query=Ron%20Marhofer%20Hyundai%20of%20Green%203360%20South%20Arlington%20Rd.%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,Website could not be loaded
Taylor Kia Findlay,https://www.cargurus.com/Cars/m-Taylor-Kia-Findlay-sp281398,"12002 County Road 99, Findlay, OH 45840 (40 mi)",Not Specified,Not Specified,252,5,2,WED 9:00 AM-6:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(567) 429-7100,http://www.taylorkiafindlay.com/,https://www.google.com/maps/search/?api=1&query=Taylor%20Kia%20Findlay%2012002%20County%20Road%2099%2C%20Findlay%2C%20OH%2045840%20%2840%20mi%29,No dealer website provided
Fred Martin Nissan,https://www.cargurus.com/Cars/m-Fred-Martin-Nissan-sp65829,"3388 S Arlington Rd, Akron, OH 44312 (82 mi)",(330) 975-2736,https://www.fredmartinnissan.com,248,5,2,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-6:00 PM,Ohio,,,,,franchise,(330) 644-8888,,https://www.google.com/maps/search/?api=1&query=Fred%20Martin%20Nissan%203388%20S%20Arlington%20Rd%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,Website could not be loaded
Graham Used Car Outlet,https://www.cargurus.com/Cars/m-Graham-Used-Car-Outlet-sp311810,"1667 W. Fourth Street, Mansfield, OH 44906 (40 mi)",Not Specified,Not Specified,57,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Graham%20Used%20Car%20Outlet%201667%20W.%20Fourth%20Street%2C%20Mansfield%2C%20OH%2044906%20%2840%20mi%29,No dealer website provided
Infiniti of Akron,https://www.cargurus.com/Cars/m-Infiniti-of-Akron-sp347236,"3332 S Arlington Rd, Akron, OH 44312 (82 mi)",(330) 624-9344,https://www.infinitiofakron.com/,97,4.41,17,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(330) 767-9765,,https://www.google.com/maps/search/?api=1&query=Infiniti%20of%20Akron%203332%20S%20Arlington%20Rd%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,Website could not be loaded
Graham Ford,https://www.cargurus.com/Cars/m-Graham-Ford-sp335564,"1515 W 4th St, Mansfield, OH 44906 (40 mi)",Not Specified,Not Specified,323,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,franchise,(419) 529-1800,https://www.fordofmansfield.com/,https://www.google.com/maps/search/?api=1&query=Graham%20Ford%201515%20W%204th%20St%2C%20Mansfield%2C%20OH%2044906%20%2840%20mi%29,No dealer website provided
Jim Shorkey Chevrolet of Murrysville,https://www.cargurus.com/Cars/m-Jim-Shorkey-Chevrolet-of-Murrysville-sp294592,"6370 William Penn Highway, Murrysville, PA 15668 (82 mi)",(724) 251-5241,https://www.jimshorkeymurrysvillechevy.com/,210,4.18,11,WED 9:00 AM-8:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-8:00 PM FRI 9:00 AM-5:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(724) 519-4047,,https://www.google.com/maps/search/?api=1&query=Jim%20Shorkey%20Chevrolet%20of%20Murrysville%206370%20William%20Penn%20Highway%2C%20Murrysville%2C%20PA%2015668%20%2882%20mi%29,Website could not be loaded
Graham Used Car Import Center,https://www.cargurus.com/Cars/m-Graham-Used-Car-Import-Center-sp373616,"1515 W 4th St, Mansfield, OH 44906 (40 mi)",Not Specified,Not Specified,54,5,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Graham%20Used%20Car%20Import%20Center%201515%20W%204th%20St%2C%20Mansfield%2C%20OH%2044906%20%2840%20mi%29,No dealer website provided
Toth Buick-GMC Truck,https://www.cargurus.com/Cars/m-Toth-Buick-GMC-Truck-sp51892,"3300 S Arlington Rd, Akron, OH 44312 (82 mi)",(330) 632-3908,http://www.tothakron.com/,270,4.6,5,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(330) 752-2061,,https://www.google.com/maps/search/?api=1&query=Toth%20Buick-GMC%20Truck%203300%20S%20Arlington%20Rd%2C%20Akron%2C%20OH%2044312%20%2882%20mi%29,Website could not be loaded
Enterprise Car Sales Boardman,https://www.cargurus.com/Cars/m-Enterprise-Car-Sales-Boardman-sp458204,"8211 Market St, Boardman Twp, OH 44512 (82 mi)",(234) 437-1920,https://www.enterprisecarsales.com/location/39R8/Enterprise_Car_Sales_Boardman/,50,5,1,Not Specified,Ohio,,,,,private,(888) 227-7253,,https://www.google.com/maps/search/?api=1&query=Enterprise%20Car%20Sales%20Boardman%208211%20Market%20St%2C%20Boardman%20Twp%2C%20OH%2044512%20%2882%20mi%29,Website could not be loaded
Graham Used Car Superstore,https://www.cargurus.com/Cars/m-Graham-Used-Car-Superstore-sp373617,"1515 W 4th St, Mansfield, OH 44906 (40 mi)",Not Specified,Not Specified,6,1,1,WED 9:00 AM-6:00 PM MON 9:00 AM-8:00 PM THU 9:00 AM-8:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,,,,,private,,,https://www.google.com/maps/search/?api=1&query=Graham%20Used%20Car%20Superstore%201515%20W%204th%20St%2C%20Mansfield%2C%20OH%2044906%20%2840%20mi%29,No dealer website provided
Toyota of Boardman,https://www.cargurus.com/Cars/m-Toyota-of-Boardman-sp54668,"8250 Market St, Boardman, OH 44512 (82 mi)",(330) 574-4420,http://www.toyotaofboardman.com/,254,4.78,9,WED 10:00 AM-6:00 PM MON 10:00 AM-7:00 PM THU 10:00 AM-7:00 PM TUE 10:00 AM-6:00 PM FRI 10:00 AM-6:00 PM SAT 9:00 AM-4:00 PM,Ohio,DriveCentric,+13305749671,,"CarNow, DriveCentric",franchise,(330) 574-9671,,https://www.google.com/maps/search/?api=1&query=Toyota%20of%20Boardman%208250%20Market%20St%2C%20Boardman%2C%20OH%2044512%20%2882%20mi%29,Email address not found on website
Volvo of Perrysburg,https://www.cargurus.com/Cars/m-Volvo-of-Perrysburg-sp372679,"26875 Dixie Hwy, Perrysburg, OH 43551 (41 mi)",(419) 780-6295,https://www.volvoofperrysburg.com/,47,0,0,WED 9:00 AM-6:00 PM MON 9:00 AM-9:00 PM THU 9:00 AM-9:00 PM TUE 9:00 AM-6:00 PM FRI 9:00 AM-6:00 PM SAT 9:00 AM-5:00 PM,Ohio,,,,,franchise,(779) 329-2640,,https://www.google.com/maps/search/?api=1&query=Volvo%20of%20Perrysburg%2026875%20Dixie%20Hwy%2C%20Perrysburg%2C%20OH%2043551%20%2841%20mi%29,Website could not be loaded
PA Autosport LLC,https://www.cargurus.com/Cars/m-PA-Autosport-LLC-sp445705,"1040 Pittsburgh St, Springdale, PA 15144 (82 mi)",(412) 693-6762,https://www.paautosport.com/,13,5,3,WED 9:00 AM-7:00 PM MON 9:00 AM-7:00 PM THU 9:00 AM-7:00 PM TUE 9:00 AM-7:00 PM FRI 9:00 AM-7:00 PM SAT 10:00 AM-5:00 PM,Ohio,,,,,private,(412) 579-3535,http://www.paautosport.com/,https://www.google.com/maps/search/?api=1&query=PA%20Autosport%20LLC%201040%20Pittsburgh%20St%2C%20Springdale%2C%20PA%2015144%20%2882%20mi%29,Website could not be loaded
